date,window,score
2011-11-14,full,46.81
2011-11-14,rolling20y,50.04
2011-11-15,full,46.51
2011-11-15,rolling20y,49.8
2011-11-16,full,47.77
2011-11-16,rolling20y,50.99
2011-11-17,full,48.98
2011-11-17,rolling20y,51.94
2011-11-18,full,49.03
2011-11-18,rolling20y,52.02
2011-11-21,full,50.32
2011-11-21,rolling20y,53.09
2011-11-22,full,50.54
2011-11-22,rolling20y,53.28
2011-11-23,full,51.75
2011-11-23,rolling20y,54.51
2011-11-24,full,51.75
2011-11-24,rolling20y,54.51
2011-11-25,full,51.94
2011-11-25,rolling20y,54.79
2011-11-28,full,50.31
2011-11-28,rolling20y,53.18
2011-11-29,full,50.09
2011-11-29,rolling20y,52.9
2011-11-30,full,46.92
2011-11-30,rolling20y,50.29
2011-12-01,full,28.79
2011-12-01,rolling20y,28.97
2011-12-02,full,28.8
2011-12-02,rolling20y,29.02
2011-12-05,full,27.85
2011-12-05,rolling20y,27.97
2011-12-06,full,27.76
2011-12-06,rolling20y,27.89
2011-12-07,full,27.57
2011-12-07,rolling20y,27.67
2011-12-08,full,29.45
2011-12-08,rolling20y,29.72
2011-12-09,full,28.04
2011-12-09,rolling20y,28.32
2011-12-12,full,29.39
2011-12-12,rolling20y,29.84
2011-12-13,full,30.05
2011-12-13,rolling20y,30.44
2011-12-14,full,31.07
2011-12-14,rolling20y,31.45
2011-12-15,full,30.73
2011-12-15,rolling20y,31.1
2011-12-16,full,30.45
2011-12-16,rolling20y,30.86
2011-12-19,full,31.26
2011-12-19,rolling20y,31.49
2011-12-20,full,28.93
2011-12-20,rolling20y,29.34
2011-12-21,full,28.79
2011-12-21,rolling20y,29.24
2011-12-22,full,28.0
2011-12-22,rolling20y,28.35
2011-12-23,full,27.2
2011-12-23,rolling20y,27.52
2011-12-26,full,27.2
2011-12-26,rolling20y,27.52
2011-12-27,full,27.17
2011-12-27,rolling20y,27.48
2011-12-28,full,28.42
2011-12-28,rolling20y,28.99
2011-12-29,full,27.46
2011-12-29,rolling20y,27.93
2011-12-30,full,27.73
2011-12-30,rolling20y,28.08
2012-01-02,full,25.84
2012-01-02,rolling20y,26.0
2012-01-03,full,24.23
2012-01-03,rolling20y,24.0
2012-01-04,full,24.26
2012-01-04,rolling20y,24.07
2012-01-05,full,24.04
2012-01-05,rolling20y,23.9
2012-01-06,full,24.4
2012-01-06,rolling20y,24.38
2012-01-09,full,24.13
2012-01-09,rolling20y,24.05
2012-01-10,full,22.81
2012-01-10,rolling20y,22.33
2012-01-11,full,22.84
2012-01-11,rolling20y,22.41
2012-01-12,full,22.42
2012-01-12,rolling20y,21.82
2012-01-13,full,23.14
2012-01-13,rolling20y,22.83
2012-01-16,full,23.14
2012-01-16,rolling20y,22.83
2012-01-17,full,22.52
2012-01-17,rolling20y,21.89
2012-01-18,full,20.95
2012-01-18,rolling20y,19.85
2012-01-19,full,20.11
2012-01-19,rolling20y,18.65
2012-01-20,full,20.03
2012-01-20,rolling20y,18.56
2012-01-23,full,19.85
2012-01-23,rolling20y,18.28
2012-01-24,full,20.04
2012-01-24,rolling20y,18.55
2012-01-25,full,18.86
2012-01-25,rolling20y,17.23
2012-01-26,full,19.44
2012-01-26,rolling20y,17.66
2012-01-27,full,19.64
2012-01-27,rolling20y,17.91
2012-01-30,full,20.04
2012-01-30,rolling20y,18.44
2012-01-31,full,20.11
2012-01-31,rolling20y,18.54
2012-02-01,full,26.69
2012-02-01,rolling20y,26.98
2012-02-02,full,26.51
2012-02-02,rolling20y,26.7
2012-02-03,full,24.8
2012-02-03,rolling20y,24.92
2012-02-06,full,24.84
2012-02-06,rolling20y,24.95
2012-02-07,full,24.54
2012-02-07,rolling20y,24.65
2012-02-08,full,24.33
2012-02-08,rolling20y,24.53
2012-02-09,full,24.15
2012-02-09,rolling20y,24.33
2012-02-10,full,25.07
2012-02-10,rolling20y,25.29
2012-02-13,full,24.27
2012-02-13,rolling20y,24.57
2012-02-14,full,24.44
2012-02-14,rolling20y,24.84
2012-02-15,full,25.04
2012-02-15,rolling20y,25.29
2012-02-16,full,23.83
2012-02-16,rolling20y,24.18
2012-02-17,full,23.55
2012-02-17,rolling20y,23.9
2012-02-20,full,23.55
2012-02-20,rolling20y,23.9
2012-02-21,full,23.42
2012-02-21,rolling20y,23.69
2012-02-22,full,23.88
2012-02-22,rolling20y,24.23
2012-02-23,full,23.35
2012-02-23,rolling20y,23.64
2012-02-24,full,23.15
2012-02-24,rolling20y,23.4
2012-02-27,full,23.05
2012-02-27,rolling20y,23.29
2012-02-28,full,22.63
2012-02-28,rolling20y,22.8
2012-02-29,full,23.13
2012-02-29,rolling20y,23.33
2012-03-01,full,29.15
2012-03-01,rolling20y,29.82
2012-03-02,full,29.6
2012-03-02,rolling20y,30.43
2012-03-05,full,30.07
2012-03-05,rolling20y,30.98
2012-03-06,full,31.97
2012-03-06,rolling20y,33.0
2012-03-07,full,31.17
2012-03-07,rolling20y,32.26
2012-03-08,full,29.99
2012-03-08,rolling20y,30.9
2012-03-09,full,29.67
2012-03-09,rolling20y,30.61
2012-03-12,full,29.72
2012-03-12,rolling20y,30.72
2012-03-13,full,27.95
2012-03-13,rolling20y,28.73
2012-03-14,full,28.2
2012-03-14,rolling20y,29.15
2012-03-15,full,27.58
2012-03-15,rolling20y,28.31
2012-03-16,full,27.44
2012-03-16,rolling20y,28.08
2012-03-19,full,27.06
2012-03-19,rolling20y,27.57
2012-03-20,full,27.46
2012-03-20,rolling20y,28.13
2012-03-21,full,27.69
2012-03-21,rolling20y,28.45
2012-03-22,full,28.53
2012-03-22,rolling20y,29.47
2012-03-23,full,28.2
2012-03-23,rolling20y,29.1
2012-03-26,full,26.85
2012-03-26,rolling20y,27.34
2012-03-27,full,27.13
2012-03-27,rolling20y,27.68
2012-03-28,full,27.73
2012-03-28,rolling20y,28.51
2012-03-29,full,28.01
2012-03-29,rolling20y,28.89
2012-03-30,full,27.6
2012-03-30,rolling20y,28.31
2012-04-02,full,21.52
2012-04-02,rolling20y,20.82
2012-04-03,full,21.93
2012-04-03,rolling20y,21.33
2012-04-04,full,23.23
2012-04-04,rolling20y,23.11
2012-04-05,full,23.35
2012-04-05,rolling20y,23.3
2012-04-06,full,23.38
2012-04-06,rolling20y,23.36
2012-04-09,full,24.53
2012-04-09,rolling20y,24.57
2012-04-10,full,26.58
2012-04-10,rolling20y,26.7
2012-04-11,full,25.76
2012-04-11,rolling20y,25.92
2012-04-12,full,24.19
2012-04-12,rolling20y,24.13
2012-04-13,full,25.69
2012-04-13,rolling20y,25.82
2012-04-16,full,25.83
2012-04-16,rolling20y,26.04
2012-04-17,full,24.04
2012-04-17,rolling20y,24.0
2012-04-18,full,24.53
2012-04-18,rolling20y,24.58
2012-04-19,full,25.23
2012-04-19,rolling20y,25.39
2012-04-20,full,25.02
2012-04-20,rolling20y,25.09
2012-04-23,full,26.1
2012-04-23,rolling20y,26.36
2012-04-24,full,25.6
2012-04-24,rolling20y,25.66
2012-04-25,full,24.14
2012-04-25,rolling20y,24.08
2012-04-26,full,23.45
2012-04-26,rolling20y,23.4
2012-04-27,full,23.19
2012-04-27,rolling20y,23.0
2012-04-30,full,23.59
2012-04-30,rolling20y,23.44
2012-05-01,full,29.6
2012-05-01,rolling20y,30.49
2012-05-02,full,29.94
2012-05-02,rolling20y,31.02
2012-05-03,full,30.76
2012-05-03,rolling20y,31.87
2012-05-04,full,32.75
2012-05-04,rolling20y,34.18
2012-05-07,full,32.72
2012-05-07,rolling20y,34.17
2012-05-08,full,33.32
2012-05-08,rolling20y,34.79
2012-05-09,full,34.21
2012-05-09,rolling20y,35.71
2012-05-10,full,33.94
2012-05-10,rolling20y,35.44
2012-05-11,full,34.35
2012-05-11,rolling20y,35.89
2012-05-14,full,35.98
2012-05-14,rolling20y,37.76
2012-05-15,full,36.86
2012-05-15,rolling20y,38.88
2012-05-16,full,37.63
2012-05-16,rolling20y,39.98
2012-05-17,full,39.75
2012-05-17,rolling20y,42.64
2012-05-18,full,40.71
2012-05-18,rolling20y,43.84
2012-05-21,full,38.75
2012-05-21,rolling20y,41.35
2012-05-22,full,38.76
2012-05-22,rolling20y,41.37
2012-05-23,full,38.9
2012-05-23,rolling20y,41.75
2012-05-24,full,38.8
2012-05-24,rolling20y,41.61
2012-05-25,full,39.21
2012-05-25,rolling20y,42.16
2012-05-28,full,39.21
2012-05-28,rolling20y,42.16
2012-05-29,full,37.75
2012-05-29,rolling20y,40.41
2012-05-30,full,39.92
2012-05-30,rolling20y,43.16
2012-05-31,full,40.47
2012-05-31,rolling20y,43.99
2012-06-01,full,47.25
2012-06-01,rolling20y,52.07
2012-06-04,full,47.2
2012-06-04,rolling20y,51.97
2012-06-05,full,46.82
2012-06-05,rolling20y,51.61
2012-06-06,full,44.24
2012-06-06,rolling20y,48.37
2012-06-07,full,44.27
2012-06-07,rolling20y,48.35
2012-06-08,full,43.44
2012-06-08,rolling20y,47.36
2012-06-11,full,45.09
2012-06-11,rolling20y,49.36
2012-06-12,full,43.71
2012-06-12,rolling20y,47.7
2012-06-13,full,44.64
2012-06-13,rolling20y,48.75
2012-06-14,full,43.26
2012-06-14,rolling20y,47.06
2012-06-15,full,41.75
2012-06-15,rolling20y,45.16
2012-06-18,full,41.68
2012-06-18,rolling20y,45.07
2012-06-19,full,40.19
2012-06-19,rolling20y,43.14
2012-06-20,full,40.57
2012-06-20,rolling20y,43.66
2012-06-21,full,43.89
2012-06-21,rolling20y,47.85
2012-06-22,full,43.16
2012-06-22,rolling20y,46.96
2012-06-25,full,45.37
2012-06-25,rolling20y,49.82
2012-06-26,full,44.84
2012-06-26,rolling20y,49.08
2012-06-27,full,43.71
2012-06-27,rolling20y,47.72
2012-06-28,full,44.1
2012-06-28,rolling20y,48.25
2012-06-29,full,40.4
2012-06-29,rolling20y,43.36
2012-07-02,full,42.84
2012-07-02,rolling20y,46.69
2012-07-03,full,41.93
2012-07-03,rolling20y,45.59
2012-07-04,full,41.93
2012-07-04,rolling20y,45.59
2012-07-05,full,42.88
2012-07-05,rolling20y,46.8
2012-07-06,full,44.5
2012-07-06,rolling20y,48.97
2012-07-09,full,44.8
2012-07-09,rolling20y,49.33
2012-07-10,full,45.97
2012-07-10,rolling20y,50.65
2012-07-11,full,46.1
2012-07-11,rolling20y,50.82
2012-07-12,full,47.01
2012-07-12,rolling20y,52.12
2012-07-13,full,44.68
2012-07-13,rolling20y,49.13
2012-07-16,full,45.05
2012-07-16,rolling20y,49.46
2012-07-17,full,44.13
2012-07-17,rolling20y,48.36
2012-07-18,full,43.26
2012-07-18,rolling20y,47.26
2012-07-19,full,43.0
2012-07-19,rolling20y,46.9
2012-07-20,full,44.64
2012-07-20,rolling20y,49.07
2012-07-23,full,46.26
2012-07-23,rolling20y,51.16
2012-07-24,full,47.68
2012-07-24,rolling20y,52.99
2012-07-25,full,47.73
2012-07-25,rolling20y,53.02
2012-07-26,full,45.32
2012-07-26,rolling20y,49.81
2012-07-27,full,42.62
2012-07-27,rolling20y,46.49
2012-07-30,full,42.82
2012-07-30,rolling20y,46.71
2012-07-31,full,43.43
2012-07-31,rolling20y,47.37
2012-08-01,full,44.41
2012-08-01,rolling20y,48.73
2012-08-02,full,45.79
2012-08-02,rolling20y,50.54
2012-08-03,full,42.87
2012-08-03,rolling20y,46.85
2012-08-06,full,42.61
2012-08-06,rolling20y,46.5
2012-08-07,full,42.09
2012-08-07,rolling20y,45.99
2012-08-08,full,42.1
2012-08-08,rolling20y,46.03
2012-08-09,full,42.13
2012-08-09,rolling20y,46.09
2012-08-10,full,41.91
2012-08-10,rolling20y,45.77
2012-08-13,full,42.18
2012-08-13,rolling20y,46.15
2012-08-14,full,42.24
2012-08-14,rolling20y,46.22
2012-08-15,full,42.21
2012-08-15,rolling20y,46.24
2012-08-16,full,41.4
2012-08-16,rolling20y,45.28
2012-08-17,full,41.33
2012-08-17,rolling20y,45.32
2012-08-20,full,41.39
2012-08-20,rolling20y,45.31
2012-08-21,full,41.7
2012-08-21,rolling20y,45.48
2012-08-22,full,41.8
2012-08-22,rolling20y,45.63
2012-08-23,full,42.82
2012-08-23,rolling20y,46.73
2012-08-24,full,42.09
2012-08-24,rolling20y,45.99
2012-08-27,full,42.24
2012-08-27,rolling20y,46.15
2012-08-28,full,42.4
2012-08-28,rolling20y,46.29
2012-08-29,full,42.41
2012-08-29,rolling20y,46.32
2012-08-30,full,43.69
2012-08-30,rolling20y,47.89
2012-08-31,full,42.88
2012-08-31,rolling20y,46.82
2012-09-03,full,30.72
2012-09-03,rolling20y,31.87
2012-09-04,full,30.98
2012-09-04,rolling20y,32.15
2012-09-05,full,31.22
2012-09-05,rolling20y,32.48
2012-09-06,full,28.68
2012-09-06,rolling20y,29.62
2012-09-07,full,28.19
2012-09-07,rolling20y,29.05
2012-09-10,full,29.0
2012-09-10,rolling20y,29.75
2012-09-11,full,28.67
2012-09-11,rolling20y,29.38
2012-09-12,full,28.53
2012-09-12,rolling20y,29.27
2012-09-13,full,26.77
2012-09-13,rolling20y,27.45
2012-09-14,full,26.16
2012-09-14,rolling20y,26.47
2012-09-17,full,26.64
2012-09-17,rolling20y,27.09
2012-09-18,full,26.94
2012-09-18,rolling20y,27.47
2012-09-19,full,26.89
2012-09-19,rolling20y,27.41
2012-09-20,full,27.14
2012-09-20,rolling20y,27.78
2012-09-21,full,27.17
2012-09-21,rolling20y,27.73
2012-09-24,full,27.63
2012-09-24,rolling20y,28.37
2012-09-25,full,28.85
2012-09-25,rolling20y,29.43
2012-09-26,full,29.77
2012-09-26,rolling20y,30.62
2012-09-27,full,28.61
2012-09-27,rolling20y,29.26
2012-09-28,full,29.27
2012-09-28,rolling20y,29.97
2012-10-01,full,29.61
2012-10-01,rolling20y,30.45
2012-10-02,full,29.58
2012-10-02,rolling20y,30.39
2012-10-03,full,29.38
2012-10-03,rolling20y,30.3
2012-10-04,full,28.49
2012-10-04,rolling20y,29.34
2012-10-05,full,28.54
2012-10-05,rolling20y,29.29
2012-10-08,full,29.03
2012-10-08,rolling20y,29.75
2012-10-09,full,30.56
2012-10-09,rolling20y,31.65
2012-10-10,full,31.54
2012-10-10,rolling20y,32.8
2012-10-11,full,31.52
2012-10-11,rolling20y,32.73
2012-10-12,full,31.98
2012-10-12,rolling20y,33.25
2012-10-15,full,30.92
2012-10-15,rolling20y,31.96
2012-10-16,full,29.65
2012-10-16,rolling20y,30.45
2012-10-17,full,29.14
2012-10-17,rolling20y,29.84
2012-10-18,full,29.56
2012-10-18,rolling20y,30.3
2012-10-19,full,32.07
2012-10-19,rolling20y,33.43
2012-10-22,full,32.09
2012-10-22,rolling20y,33.44
2012-10-23,full,34.31
2012-10-23,rolling20y,36.2
2012-10-24,full,34.78
2012-10-24,rolling20y,36.85
2012-10-25,full,34.42
2012-10-25,rolling20y,36.38
2012-10-26,full,34.6
2012-10-26,rolling20y,36.64
2012-10-29,full,34.6
2012-10-29,rolling20y,36.64
2012-10-30,full,34.6
2012-10-30,rolling20y,36.64
2012-10-31,full,34.64
2012-10-31,rolling20y,36.69
2012-11-01,full,24.07
2012-11-01,rolling20y,23.91
2012-11-02,full,25.48
2012-11-02,rolling20y,25.65
2012-11-05,full,25.33
2012-11-05,rolling20y,25.5
2012-11-06,full,24.21
2012-11-06,rolling20y,24.11
2012-11-07,full,27.34
2012-11-07,rolling20y,27.83
2012-11-08,full,28.54
2012-11-08,rolling20y,29.11
2012-11-09,full,28.46
2012-11-09,rolling20y,29.1
2012-11-12,full,28.47
2012-11-12,rolling20y,29.1
2012-11-13,full,28.84
2012-11-13,rolling20y,29.49
2012-11-14,full,30.06
2012-11-14,rolling20y,30.83
2012-11-15,full,30.19
2012-11-15,rolling20y,30.96
2012-11-16,full,29.85
2012-11-16,rolling20y,30.61
2012-11-19,full,28.06
2012-11-19,rolling20y,28.65
2012-11-20,full,28.01
2012-11-20,rolling20y,28.6
2012-11-21,full,27.83
2012-11-21,rolling20y,28.38
2012-11-22,full,27.83
2012-11-22,rolling20y,28.38
2012-11-23,full,26.37
2012-11-23,rolling20y,26.64
2012-11-26,full,26.64
2012-11-26,rolling20y,26.97
2012-11-27,full,27.18
2012-11-27,rolling20y,27.55
2012-11-28,full,26.4
2012-11-28,rolling20y,26.69
2012-11-29,full,25.79
2012-11-29,rolling20y,26.01
2012-11-30,full,25.76
2012-11-30,rolling20y,25.94
2012-12-03,full,36.01
2012-12-03,rolling20y,38.1
2012-12-04,full,36.21
2012-12-04,rolling20y,38.31
2012-12-05,full,36.04
2012-12-05,rolling20y,38.11
2012-12-06,full,35.69
2012-12-06,rolling20y,37.81
2012-12-07,full,35.3
2012-12-07,rolling20y,37.32
2012-12-10,full,35.25
2012-12-10,rolling20y,37.23
2012-12-11,full,34.35
2012-12-11,rolling20y,36.09
2012-12-12,full,34.28
2012-12-12,rolling20y,35.96
2012-12-13,full,35.16
2012-12-13,rolling20y,37.05
2012-12-14,full,35.72
2012-12-14,rolling20y,37.62
2012-12-17,full,34.11
2012-12-17,rolling20y,35.66
2012-12-18,full,32.49
2012-12-18,rolling20y,33.72
2012-12-19,full,33.58
2012-12-19,rolling20y,34.98
2012-12-20,full,32.92
2012-12-20,rolling20y,34.33
2012-12-21,full,34.48
2012-12-21,rolling20y,36.28
2012-12-24,full,34.89
2012-12-24,rolling20y,36.84
2012-12-25,full,34.89
2012-12-25,rolling20y,36.84
2012-12-26,full,35.55
2012-12-26,rolling20y,37.63
2012-12-27,full,35.77
2012-12-27,rolling20y,37.92
2012-12-28,full,36.96
2012-12-28,rolling20y,39.19
2012-12-31,full,35.0
2012-12-31,rolling20y,36.99
2013-01-01,full,43.0
2013-01-01,rolling20y,46.68
2013-01-02,full,39.31
2013-01-02,rolling20y,42.09
2013-01-03,full,39.71
2013-01-03,rolling20y,42.57
2013-01-04,full,39.23
2013-01-04,rolling20y,42.19
2013-01-07,full,39.61
2013-01-07,rolling20y,42.57
2013-01-08,full,40.17
2013-01-08,rolling20y,43.3
2013-01-09,full,39.79
2013-01-09,rolling20y,42.79
2013-01-10,full,38.57
2013-01-10,rolling20y,41.29
2013-01-11,full,38.56
2013-01-11,rolling20y,41.22
2013-01-14,full,38.69
2013-01-14,rolling20y,41.32
2013-01-15,full,38.58
2013-01-15,rolling20y,41.25
2013-01-16,full,38.62
2013-01-16,rolling20y,41.34
2013-01-17,full,37.96
2013-01-17,rolling20y,40.52
2013-01-18,full,37.77
2013-01-18,rolling20y,40.53
2013-01-21,full,37.77
2013-01-21,rolling20y,40.53
2013-01-22,full,37.24
2013-01-22,rolling20y,39.95
2013-01-23,full,37.16
2013-01-23,rolling20y,39.95
2013-01-24,full,37.22
2013-01-24,rolling20y,40.05
2013-01-25,full,36.78
2013-01-25,rolling20y,39.71
2013-01-28,full,37.11
2013-01-28,rolling20y,40.17
2013-01-29,full,36.41
2013-01-29,rolling20y,39.2
2013-01-30,full,36.88
2013-01-30,rolling20y,39.77
2013-01-31,full,37.16
2013-01-31,rolling20y,39.93
2013-02-01,full,24.32
2013-02-01,rolling20y,23.95
2013-02-04,full,25.88
2013-02-04,rolling20y,25.74
2013-02-05,full,24.7
2013-02-05,rolling20y,24.46
2013-02-06,full,24.77
2013-02-06,rolling20y,24.62
2013-02-07,full,25.21
2013-02-07,rolling20y,25.26
2013-02-08,full,24.6
2013-02-08,rolling20y,24.62
2013-02-11,full,24.8
2013-02-11,rolling20y,24.87
2013-02-12,full,24.58
2013-02-12,rolling20y,24.58
2013-02-13,full,24.56
2013-02-13,rolling20y,24.54
2013-02-14,full,24.59
2013-02-14,rolling20y,24.62
2013-02-15,full,24.81
2013-02-15,rolling20y,24.91
2013-02-18,full,24.81
2013-02-18,rolling20y,24.91
2013-02-19,full,24.08
2013-02-19,rolling20y,24.08
2013-02-20,full,25.59
2013-02-20,rolling20y,25.91
2013-02-21,full,26.46
2013-02-21,rolling20y,26.86
2013-02-22,full,25.55
2013-02-22,rolling20y,25.95
2013-02-25,full,27.8
2013-02-25,rolling20y,28.31
2013-02-26,full,27.18
2013-02-26,rolling20y,27.64
2013-02-27,full,25.72
2013-02-27,rolling20y,26.22
2013-02-28,full,25.9
2013-02-28,rolling20y,26.43
2013-03-01,full,31.99
2013-03-01,rolling20y,34.06
2013-03-04,full,31.54
2013-03-04,rolling20y,33.52
2013-03-05,full,30.48
2013-03-05,rolling20y,32.23
2013-03-06,full,30.44
2013-03-06,rolling20y,32.19
2013-03-07,full,30.39
2013-03-07,rolling20y,32.16
2013-03-08,full,30.09
2013-03-08,rolling20y,31.9
2013-03-11,full,29.8
2013-03-11,rolling20y,31.55
2013-03-12,full,30.06
2013-03-12,rolling20y,31.76
2013-03-13,full,30.04
2013-03-13,rolling20y,31.79
2013-03-14,full,29.55
2013-03-14,rolling20y,31.28
2013-03-15,full,29.69
2013-03-15,rolling20y,31.3
2013-03-18,full,30.38
2013-03-18,rolling20y,32.09
2013-03-19,full,30.84
2013-03-19,rolling20y,32.74
2013-03-20,full,30.17
2013-03-20,rolling20y,31.87
2013-03-21,full,31.12
2013-03-21,rolling20y,33.0
2013-03-22,full,30.39
2013-03-22,rolling20y,32.11
2013-03-25,full,30.89
2013-03-25,rolling20y,32.72
2013-03-26,full,30.16
2013-03-26,rolling20y,31.83
2013-03-27,full,30.39
2013-03-27,rolling20y,32.17
2013-03-28,full,30.0
2013-03-28,rolling20y,31.69
2013-03-29,full,30.02
2013-03-29,rolling20y,31.72
2013-04-01,full,28.44
2013-04-01,rolling20y,30.44
2013-04-02,full,27.97
2013-04-02,rolling20y,29.85
2013-04-03,full,29.18
2013-04-03,rolling20y,31.29
2013-04-04,full,28.94
2013-04-04,rolling20y,31.12
2013-04-05,full,29.41
2013-04-05,rolling20y,31.54
2013-04-08,full,28.81
2013-04-08,rolling20y,30.9
2013-04-09,full,28.42
2013-04-09,rolling20y,30.35
2013-04-10,full,27.24
2013-04-10,rolling20y,29.04
2013-04-11,full,26.96
2013-04-11,rolling20y,28.62
2013-04-12,full,27.33
2013-04-12,rolling20y,29.16
2013-04-15,full,30.01
2013-04-15,rolling20y,32.22
2013-04-16,full,28.47
2013-04-16,rolling20y,30.42
2013-04-17,full,30.29
2013-04-17,rolling20y,32.55
2013-04-18,full,31.19
2013-04-18,rolling20y,33.44
2013-04-19,full,30.25
2013-04-19,rolling20y,32.59
2013-04-22,full,29.86
2013-04-22,rolling20y,32.27
2013-04-23,full,28.76
2013-04-23,rolling20y,30.94
2013-04-24,full,28.88
2013-04-24,rolling20y,31.14
2013-04-25,full,28.33
2013-04-25,rolling20y,30.32
2013-04-26,full,28.57
2013-04-26,rolling20y,30.56
2013-04-29,full,27.83
2013-04-29,rolling20y,29.58
2013-04-30,full,27.56
2013-04-30,rolling20y,29.24
2013-05-01,full,26.09
2013-05-01,rolling20y,26.78
2013-05-02,full,25.27
2013-05-02,rolling20y,25.8
2013-05-03,full,24.28
2013-05-03,rolling20y,24.61
2013-05-06,full,24.22
2013-05-06,rolling20y,24.62
2013-05-07,full,23.72
2013-05-07,rolling20y,23.99
2013-05-08,full,23.24
2013-05-08,rolling20y,23.21
2013-05-09,full,23.76
2013-05-09,rolling20y,23.97
2013-05-10,full,23.8
2013-05-10,rolling20y,24.27
2013-05-13,full,23.89
2013-05-13,rolling20y,24.44
2013-05-14,full,23.11
2013-05-14,rolling20y,23.43
2013-05-15,full,23.05
2013-05-15,rolling20y,23.59
2013-05-16,full,23.46
2013-05-16,rolling20y,23.98
2013-05-17,full,22.94
2013-05-17,rolling20y,23.59
2013-05-20,full,23.02
2013-05-20,rolling20y,23.66
2013-05-21,full,22.96
2013-05-21,rolling20y,23.57
2013-05-22,full,23.82
2013-05-22,rolling20y,24.68
2013-05-23,full,24.13
2013-05-23,rolling20y,25.05
2013-05-24,full,24.29
2013-05-24,rolling20y,25.31
2013-05-27,full,24.29
2013-05-27,rolling20y,25.31
2013-05-28,full,23.91
2013-05-28,rolling20y,24.85
2013-05-29,full,24.65
2013-05-29,rolling20y,25.87
2013-05-30,full,24.32
2013-05-30,rolling20y,25.39
2013-05-31,full,25.93
2013-05-31,rolling20y,27.48
2013-06-03,full,32.93
2013-06-03,rolling20y,36.01
2013-06-04,full,33.62
2013-06-04,rolling20y,36.84
2013-06-05,full,35.2
2013-06-05,rolling20y,38.7
2013-06-06,full,34.11
2013-06-06,rolling20y,37.25
2013-06-07,full,32.74
2013-06-07,rolling20y,35.57
2013-06-10,full,33.07
2013-06-10,rolling20y,36.15
2013-06-11,full,34.12
2013-06-11,rolling20y,37.27
2013-06-12,full,35.0
2013-06-12,rolling20y,38.2
2013-06-13,full,33.34
2013-06-13,rolling20y,36.1
2013-06-14,full,33.96
2013-06-14,rolling20y,36.82
2013-06-17,full,33.32
2013-06-17,rolling20y,36.08
2013-06-18,full,32.74
2013-06-18,rolling20y,35.57
2013-06-19,full,34.24
2013-06-19,rolling20y,37.31
2013-06-20,full,38.11
2013-06-20,rolling20y,42.19
2013-06-21,full,37.96
2013-06-21,rolling20y,42.18
2013-06-24,full,39.8
2013-06-24,rolling20y,44.2
2013-06-25,full,38.45
2013-06-25,rolling20y,42.68
2013-06-26,full,37.36
2013-06-26,rolling20y,41.5
2013-06-27,full,36.62
2013-06-27,rolling20y,40.72
2013-06-28,full,37.23
2013-06-28,rolling20y,41.31
2013-07-01,full,38.76
2013-07-01,rolling20y,43.2
2013-07-02,full,39.04
2013-07-02,rolling20y,43.66
2013-07-03,full,39.04
2013-07-03,rolling20y,43.67
2013-07-04,full,39.04
2013-07-04,rolling20y,43.67
2013-07-05,full,38.16
2013-07-05,rolling20y,42.96
2013-07-08,full,37.6
2013-07-08,rolling20y,42.3
2013-07-09,full,36.86
2013-07-09,rolling20y,41.34
2013-07-10,full,36.82
2013-07-10,rolling20y,41.24
2013-07-11,full,35.2
2013-07-11,rolling20y,39.02
2013-07-12,full,34.97
2013-07-12,rolling20y,38.77
2013-07-15,full,34.9
2013-07-15,rolling20y,38.68
2013-07-16,full,35.14
2013-07-16,rolling20y,38.77
2013-07-17,full,34.95
2013-07-17,rolling20y,38.53
2013-07-18,full,34.57
2013-07-18,rolling20y,38.14
2013-07-19,full,34.38
2013-07-19,rolling20y,37.81
2013-07-22,full,34.16
2013-07-22,rolling20y,37.42
2013-07-23,full,34.43
2013-07-23,rolling20y,37.78
2013-07-24,full,34.97
2013-07-24,rolling20y,38.51
2013-07-25,full,34.76
2013-07-25,rolling20y,38.24
2013-07-26,full,34.71
2013-07-26,rolling20y,38.15
2013-07-29,full,35.17
2013-07-29,rolling20y,38.77
2013-07-30,full,35.29
2013-07-30,rolling20y,39.01
2013-07-31,full,35.46
2013-07-31,rolling20y,39.31
2013-08-01,full,17.59
2013-08-01,rolling20y,17.79
2013-08-02,full,17.38
2013-08-02,rolling20y,17.41
2013-08-05,full,17.56
2013-08-05,rolling20y,17.69
2013-08-06,full,18.2
2013-08-06,rolling20y,18.44
2013-08-07,full,18.59
2013-08-07,rolling20y,18.99
2013-08-08,full,18.11
2013-08-08,rolling20y,18.2
2013-08-09,full,18.53
2013-08-09,rolling20y,18.72
2013-08-12,full,18.79
2013-08-12,rolling20y,19.06
2013-08-13,full,18.85
2013-08-13,rolling20y,19.37
2013-08-14,full,19.43
2013-08-14,rolling20y,19.98
2013-08-15,full,21.24
2013-08-15,rolling20y,22.26
2013-08-16,full,21.66
2013-08-16,rolling20y,22.59
2013-08-19,full,22.58
2013-08-19,rolling20y,23.66
2013-08-20,full,22.17
2013-08-20,rolling20y,23.2
2013-08-21,full,23.21
2013-08-21,rolling20y,24.56
2013-08-22,full,22.37
2013-08-22,rolling20y,23.77
2013-08-23,full,21.85
2013-08-23,rolling20y,23.07
2013-08-26,full,22.55
2013-08-26,rolling20y,23.91
2013-08-27,full,24.86
