date,window,score
1989-01-05,rolling20y,33.42
1989-01-06,full,34.45
1989-01-06,rolling20y,33.45
1989-01-09,full,34.46
1989-01-09,rolling20y,33.46
1989-01-10,full,34.81
1989-01-10,rolling20y,33.85
1989-01-11,full,34.06
1989-01-11,rolling20y,33.12
1989-01-12,full,33.56
1989-01-12,rolling20y,32.65
1989-01-13,full,33.44
1989-01-13,rolling20y,32.62
1989-01-16,full,33.38
1989-01-16,rolling20y,32.56
1989-01-17,full,33.8
1989-01-17,rolling20y,32.9
1989-01-18,full,32.72
1989-01-18,rolling20y,31.92
1989-01-19,full,32.66
1989-01-19,rolling20y,31.88
1989-01-20,full,32.67
1989-01-20,rolling20y,31.86
1989-01-23,full,33.49
1989-01-23,rolling20y,32.69
1989-01-24,full,31.93
1989-01-24,rolling20y,31.28
1989-01-25,full,31.73
1989-01-25,rolling20y,31.06
1989-01-26,full,30.78
1989-01-26,rolling20y,30.26
1989-01-27,full,30.25
1989-01-27,rolling20y,29.75
1989-01-30,full,29.93
1989-01-30,rolling20y,29.46
1989-01-31,full,29.3
1989-01-31,rolling20y,28.93
1989-02-01,full,32.01
1989-02-01,rolling20y,31.27
1989-02-02,full,32.14
1989-02-02,rolling20y,31.4
1989-02-03,full,32.25
1989-02-03,rolling20y,31.52
1989-02-06,full,32.63
1989-02-06,rolling20y,31.86
1989-02-07,full,31.48
1989-02-07,rolling20y,30.82
1989-02-08,full,31.88
1989-02-08,rolling20y,31.18
1989-02-09,full,32.65
1989-02-09,rolling20y,31.87
1989-02-10,full,34.16
1989-02-10,rolling20y,33.26
1989-02-13,full,34.1
1989-02-13,rolling20y,33.21
1989-02-14,full,34.2
1989-02-14,rolling20y,33.26
1989-02-15,full,33.25
1989-02-15,rolling20y,32.44
1989-02-16,full,33.18
1989-02-16,rolling20y,32.39
1989-02-17,full,32.55
1989-02-17,rolling20y,31.76
1989-02-20,full,32.55
1989-02-20,rolling20y,31.76
1989-02-21,full,33.07
1989-02-21,rolling20y,32.26
1989-02-22,full,35.08
1989-02-22,rolling20y,34.06
1989-02-23,full,34.56
1989-02-23,rolling20y,33.58
1989-02-24,full,36.73
1989-02-24,rolling20y,35.6
1989-02-27,full,36.55
1989-02-27,rolling20y,35.43
1989-02-28,full,36.19
1989-02-28,rolling20y,35.15
1989-03-01,full,32.62
1989-03-01,rolling20y,31.43
1989-03-02,full,31.42
1989-03-02,rolling20y,30.39
1989-03-03,full,31.03
1989-03-03,rolling20y,29.99
1989-03-06,full,29.81
1989-03-06,rolling20y,28.93
1989-03-07,full,30.29
1989-03-07,rolling20y,29.38
1989-03-08,full,30.31
1989-03-08,rolling20y,29.41
1989-03-09,full,30.52
1989-03-09,rolling20y,29.54
1989-03-10,full,31.03
1989-03-10,rolling20y,30.01
1989-03-13,full,30.17
1989-03-13,rolling20y,29.24
1989-03-14,full,30.25
1989-03-14,rolling20y,29.33
1989-03-15,full,29.86
1989-03-15,rolling20y,28.99
1989-03-16,full,28.97
1989-03-16,rolling20y,28.17
1989-03-17,full,31.66
1989-03-17,rolling20y,30.64
1989-03-20,full,32.9
1989-03-20,rolling20y,31.79
1989-03-21,full,32.2
1989-03-21,rolling20y,31.14
1989-03-22,full,32.6
1989-03-22,rolling20y,31.52
1989-03-23,full,33.33
1989-03-23,rolling20y,32.22
1989-03-24,full,33.41
1989-03-24,rolling20y,32.3
1989-03-27,full,33.1
1989-03-27,rolling20y,32.03
1989-03-28,full,32.98
1989-03-28,rolling20y,31.91
1989-03-29,full,32.61
1989-03-29,rolling20y,31.61
1989-03-30,full,32.67
1989-03-30,rolling20y,31.68
1989-03-31,full,31.75
1989-03-31,rolling20y,30.75
1989-04-03,full,30.87
1989-04-03,rolling20y,30.24
1989-04-04,full,31.05
1989-04-04,rolling20y,30.37
1989-04-05,full,30.91
1989-04-05,rolling20y,30.24
1989-04-06,full,31.37
1989-04-06,rolling20y,30.68
1989-04-07,full,30.86
1989-04-07,rolling20y,30.29
1989-04-10,full,31.0
1989-04-10,rolling20y,30.41
1989-04-11,full,30.61
1989-04-11,rolling20y,30.06
1989-04-12,full,30.55
1989-04-12,rolling20y,29.99
1989-04-13,full,31.22
1989-04-13,rolling20y,30.56
1989-04-14,full,29.33
1989-04-14,rolling20y,28.87
1989-04-17,full,29.05
1989-04-17,rolling20y,28.59
1989-04-18,full,27.71
1989-04-18,rolling20y,27.31
1989-04-19,full,27.63
1989-04-19,rolling20y,27.26
1989-04-20,full,27.76
1989-04-20,rolling20y,27.36
1989-04-21,full,26.82
1989-04-21,rolling20y,26.53
1989-04-24,full,27.31
1989-04-24,rolling20y,26.98
1989-04-25,full,27.97
1989-04-25,rolling20y,27.57
1989-04-26,full,28.37
1989-04-26,rolling20y,27.97
1989-04-27,full,27.66
1989-04-27,rolling20y,27.35
1989-04-28,full,27.77
1989-04-28,rolling20y,27.46
1989-05-01,full,39.87
1989-05-01,rolling20y,39.24
1989-05-02,full,40.0
1989-05-02,rolling20y,39.33
1989-05-03,full,40.17
1989-05-03,rolling20y,39.5
1989-05-04,full,40.34
1989-05-04,rolling20y,39.68
1989-05-05,full,40.65
1989-05-05,rolling20y,39.98
1989-05-08,full,41.49
1989-05-08,rolling20y,40.76
1989-05-09,full,42.01
1989-05-09,rolling20y,41.29
1989-05-10,full,41.56
1989-05-10,rolling20y,40.84
1989-05-11,full,41.64
1989-05-11,rolling20y,40.92
1989-05-12,full,40.0
1989-05-12,rolling20y,39.48
1989-05-15,full,40.47
1989-05-15,rolling20y,40.1
1989-05-16,full,40.8
1989-05-16,rolling20y,40.36
1989-05-17,full,41.52
1989-05-17,rolling20y,41.2
1989-05-18,full,41.24
1989-05-18,rolling20y,40.95
1989-05-19,full,40.65
1989-05-19,rolling20y,40.53
1989-05-22,full,42.14
1989-05-22,rolling20y,42.04
1989-05-23,full,43.03
1989-05-23,rolling20y,42.7
1989-05-24,full,43.13
1989-05-24,rolling20y,42.84
1989-05-25,full,42.77
1989-05-25,rolling20y,42.47
1989-05-26,full,42.03
1989-05-26,rolling20y,41.84
1989-05-29,full,42.03
1989-05-29,rolling20y,41.84
1989-05-30,full,43.7
1989-05-30,rolling20y,43.36
1989-05-31,full,42.44
1989-05-31,rolling20y,42.16
1989-06-01,full,42.31
1989-06-01,rolling20y,41.4
1989-06-02,full,41.0
1989-06-02,rolling20y,40.27
1989-06-05,full,41.83
1989-06-05,rolling20y,40.89
1989-06-06,full,41.99
1989-06-06,rolling20y,41.2
1989-06-07,full,41.15
1989-06-07,rolling20y,40.43
1989-06-08,full,41.68
1989-06-08,rolling20y,40.94
1989-06-09,full,42.8
1989-06-09,rolling20y,42.05
1989-06-12,full,44.0
1989-06-12,rolling20y,43.22
1989-06-13,full,44.78
1989-06-13,rolling20y,43.85
1989-06-14,full,44.82
1989-06-14,rolling20y,43.88
1989-06-15,full,45.87
1989-06-15,rolling20y,44.75
1989-06-16,full,44.22
1989-06-16,rolling20y,43.1
1989-06-19,full,43.64
1989-06-19,rolling20y,42.54
1989-06-20,full,43.89
1989-06-20,rolling20y,42.74
1989-06-21,full,43.83
1989-06-21,rolling20y,42.65
1989-06-22,full,42.57
1989-06-22,rolling20y,41.43
1989-06-23,full,40.39
1989-06-23,rolling20y,39.54
1989-06-26,full,41.71
1989-06-26,rolling20y,40.8
1989-06-27,full,41.28
1989-06-27,rolling20y,40.41
1989-06-28,full,42.63
1989-06-28,rolling20y,41.66
1989-06-29,full,44.36
1989-06-29,rolling20y,43.16
1989-06-30,full,45.12
1989-06-30,rolling20y,43.87
1989-07-03,full,46.8
1989-07-03,rolling20y,45.89
1989-07-04,full,46.8
1989-07-04,rolling20y,45.89
1989-07-05,full,44.87
1989-07-05,rolling20y,43.98
1989-07-06,full,44.77
1989-07-06,rolling20y,43.89
1989-07-07,full,43.85
1989-07-07,rolling20y,43.04
1989-07-10,full,42.54
1989-07-10,rolling20y,41.84
1989-07-11,full,43.04
1989-07-11,rolling20y,42.41
1989-07-12,full,42.67
1989-07-12,rolling20y,42.07
1989-07-13,full,42.91
1989-07-13,rolling20y,42.3
1989-07-14,full,43.34
1989-07-14,rolling20y,42.76
1989-07-17,full,43.45
1989-07-17,rolling20y,42.9
1989-07-18,full,43.43
1989-07-18,rolling20y,42.86
1989-07-19,full,42.94
1989-07-19,rolling20y,42.52
1989-07-20,full,43.26
1989-07-20,rolling20y,42.71
1989-07-21,full,43.04
1989-07-21,rolling20y,42.61
1989-07-24,full,43.89
1989-07-24,rolling20y,43.3
1989-07-25,full,43.46
1989-07-25,rolling20y,42.89
1989-07-26,full,41.63
1989-07-26,rolling20y,41.24
1989-07-27,full,40.46
1989-07-27,rolling20y,40.02
1989-07-28,full,41.17
1989-07-28,rolling20y,40.75
1989-07-31,full,39.58
1989-07-31,rolling20y,39.03
1989-08-01,full,23.05
1989-08-01,rolling20y,23.14
1989-08-02,full,22.7
1989-08-02,rolling20y,22.78
1989-08-03,full,23.06
1989-08-03,rolling20y,23.15
1989-08-04,full,24.55
1989-08-04,rolling20y,24.69
1989-08-07,full,24.12
1989-08-07,rolling20y,24.11
1989-08-08,full,23.47
1989-08-08,rolling20y,23.46
1989-08-09,full,24.09
1989-08-09,rolling20y,24.18
1989-08-10,full,23.78
1989-08-10,rolling20y,23.82
1989-08-11,full,26.25
1989-08-11,rolling20y,26.41
1989-08-14,full,26.58
1989-08-14,rolling20y,26.78
1989-08-15,full,26.78
1989-08-15,rolling20y,26.95
1989-08-16,full,26.5
1989-08-16,rolling20y,26.68
1989-08-17,full,27.68
1989-08-17,rolling20y,27.89
1989-08-18,full,27.52
1989-08-18,rolling20y,27.7
1989-08-21,full,27.68
1989-08-21,rolling20y,27.73
1989-08-22,full,27.39
1989-08-22,rolling20y,27.44
1989-08-23,full,27.28
1989-08-23,rolling20y,27.46
1989-08-24,full,26.51
1989-08-24,rolling20y,26.57
1989-08-25,full,26.53
1989-08-25,rolling20y,26.65
1989-08-28,full,26.68
1989-08-28,rolling20y,26.78
1989-08-29,full,26.36
1989-08-29,rolling20y,26.54
1989-08-30,full,26.63
1989-08-30,rolling20y,26.81
1989-08-31,full,27.02
1989-08-31,rolling20y,27.2
1989-09-01,full,42.83
1989-09-01,rolling20y,42.37
1989-09-04,full,42.83
1989-09-04,rolling20y,42.37
1989-09-05,full,43.57
1989-09-05,rolling20y,43.17
1989-09-06,full,43.58
1989-09-06,rolling20y,43.23
1989-09-07,full,44.2
1989-09-07,rolling20y,43.83
1989-09-08,full,44.09
1989-09-08,rolling20y,43.72
1989-09-11,full,44.67
1989-09-11,rolling20y,44.19
1989-09-12,full,44.61
1989-09-12,rolling20y,44.17
1989-09-13,full,45.12
1989-09-13,rolling20y,44.59
1989-09-14,full,45.45
1989-09-14,rolling20y,44.84
1989-09-15,full,46.13
1989-09-15,rolling20y,45.53
1989-09-18,full,44.3
1989-09-18,rolling20y,43.77
1989-09-19,full,44.36
1989-09-19,rolling20y,43.81
1989-09-20,full,44.13
1989-09-20,rolling20y,43.56
1989-09-21,full,44.54
1989-09-21,rolling20y,43.89
1989-09-22,full,44.41
1989-09-22,rolling20y,43.83
1989-09-25,full,43.64
1989-09-25,rolling20y,42.95
1989-09-26,full,43.08
1989-09-26,rolling20y,42.41
1989-09-27,full,42.66
1989-09-27,rolling20y,41.98
1989-09-28,full,42.0
1989-09-28,rolling20y,41.42
1989-09-29,full,41.47
1989-09-29,rolling20y,40.9
1989-10-02,full,41.67
1989-10-02,rolling20y,41.09
1989-10-03,full,41.67
1989-10-03,rolling20y,41.15
1989-10-04,full,41.13
1989-10-04,rolling20y,40.69
1989-10-05,full,41.67
1989-10-05,rolling20y,41.24
1989-10-06,full,41.78
1989-10-06,rolling20y,41.36
1989-10-09,full,41.68
1989-10-09,rolling20y,41.27
1989-10-10,full,42.39
1989-10-10,rolling20y,41.96
1989-10-11,full,43.53
1989-10-11,rolling20y,42.99
1989-10-12,full,43.73
1989-10-12,rolling20y,43.19
1989-10-13,full,49.72
1989-10-13,rolling20y,48.77
1989-10-16,full,45.92
1989-10-16,rolling20y,45.14
1989-10-17,full,46.13
1989-10-17,rolling20y,45.31
1989-10-18,full,46.0
1989-10-18,rolling20y,45.2
1989-10-19,full,44.35
1989-10-19,rolling20y,43.58
1989-10-20,full,44.73
1989-10-20,rolling20y,43.96
1989-10-23,full,45.47
1989-10-23,rolling20y,44.73
1989-10-24,full,45.29
1989-10-24,rolling20y,44.49
1989-10-25,full,45.84
1989-10-25,rolling20y,45.03
1989-10-26,full,47.45
1989-10-26,rolling20y,46.61
1989-10-27,full,48.87
1989-10-27,rolling20y,47.92
1989-10-30,full,49.02
1989-10-30,rolling20y,48.07
1989-10-31,full,47.47
1989-10-31,rolling20y,46.59
1989-11-01,full,41.18
1989-11-01,rolling20y,40.26
1989-11-02,full,42.76
1989-11-02,rolling20y,41.78
1989-11-03,full,43.04
1989-11-03,rolling20y,42.04
1989-11-06,full,45.11
1989-11-06,rolling20y,44.23
1989-11-07,full,44.03
1989-11-07,rolling20y,43.15
1989-11-08,full,42.7
1989-11-08,rolling20y,41.7
1989-11-09,full,43.27
1989-11-09,rolling20y,42.3
1989-11-10,full,43.11
1989-11-10,rolling20y,42.15
1989-11-13,full,43.09
1989-11-13,rolling20y,42.13
1989-11-14,full,43.52
1989-11-14,rolling20y,42.53
1989-11-15,full,42.54
1989-11-15,rolling20y,41.58
1989-11-16,full,42.59
1989-11-16,rolling20y,41.64
1989-11-17,full,42.62
1989-11-17,rolling20y,41.67
1989-11-20,full,43.64
1989-11-20,rolling20y,42.66
1989-11-21,full,42.92
1989-11-21,rolling20y,41.93
1989-11-22,full,42.02
1989-11-22,rolling20y,41.06
1989-11-23,full,42.02
1989-11-23,rolling20y,41.06
1989-11-24,full,41.08
1989-11-24,rolling20y,40.17
1989-11-27,full,40.36
1989-11-27,rolling20y,39.42
1989-11-28,full,40.39
1989-11-28,rolling20y,39.45
1989-11-29,full,40.82
1989-11-29,rolling20y,39.94
1989-11-30,full,39.99
1989-11-30,rolling20y,39.09
1989-12-01,full,40.17
1989-12-01,rolling20y,39.46
1989-12-04,full,40.09
1989-12-04,rolling20y,39.38
1989-12-05,full,40.67
1989-12-05,rolling20y,39.97
1989-12-06,full,40.9
1989-12-06,rolling20y,40.13
1989-12-07,full,41.56
1989-12-07,rolling20y,40.82
1989-12-08,full,41.3
1989-12-08,rolling20y,40.53
1989-12-11,full,41.32
1989-12-11,rolling20y,40.54
1989-12-12,full,39.8
1989-12-12,rolling20y,39.08
1989-12-13,full,39.67
1989-12-13,rolling20y,38.98
1989-12-14,full,40.38
1989-12-14,rolling20y,39.63
1989-12-15,full,40.53
1989-12-15,rolling20y,39.77
1989-12-18,full,42.94
1989-12-18,rolling20y,42.22
1989-12-19,full,43.56
1989-12-19,rolling20y,42.94
1989-12-20,full,43.61
1989-12-20,rolling20y,42.97
1989-12-21,full,42.61
1989-12-21,rolling20y,41.89
1989-12-22,full,41.45
1989-12-22,rolling20y,40.73
1989-12-25,full,41.45
1989-12-25,rolling20y,40.73
1989-12-26,full,41.72
1989-12-26,rolling20y,40.95
1989-12-27,full,41.0
1989-12-27,rolling20y,40.25
1989-12-28,full,40.53
1989-12-28,rolling20y,39.83
1989-12-29,full,39.77
1989-12-29,rolling20y,39.01
1990-01-01,full,42.57
1990-01-01,rolling20y,42.03
1990-01-02,full,41.31
1990-01-02,rolling20y,40.88
1990-01-03,full,41.85
1990-01-03,rolling20y,41.43
1990-01-04,full,42.11
1990-01-04,rolling20y,41.65
1990-01-05,full,43.35
1990-01-05,rolling20y,42.89
1990-01-08,full,42.87
1990-01-08,rolling20y,42.39
1990-01-09,full,44.61
1990-01-09,rolling20y,44.11
1990-01-10,full,45.49
1990-01-10,rolling20y,45.07
1990-01-11,full,45.16
1990-01-11,rolling20y,44.71
1990-01-12,full,48.27
1990-01-12,rolling20y,48.11
1990-01-15,full,49.15
1990-01-15,rolling20y,49.03
1990-01-16,full,48.37
1990-01-16,rolling20y,48.17
1990-01-17,full,49.35
1990-01-17,rolling20y,49.23
1990-01-18,full,49.52
1990-01-18,rolling20y,49.38
1990-01-19,full,49.39
1990-01-19,rolling20y,49.26
1990-01-22,full,52.24
1990-01-22,rolling20y,52.3
1990-01-23,full,51.35
1990-01-23,rolling20y,51.38
1990-01-24,full,51.58
1990-01-24,rolling20y,51.66
1990-01-25,full,52.51
1990-01-25,rolling20y,52.62
1990-01-26,full,52.62
1990-01-26,rolling20y,52.75
1990-01-29,full,52.56
1990-01-29,rolling20y,52.66
1990-01-30,full,53.18
1990-01-30,rolling20y,53.28
1990-01-31,full,51.81
1990-01-31,rolling20y,51.92
1990-02-01,full,40.32
1990-02-01,rolling20y,41.18
1990-02-02,full,40.0
1990-02-02,rolling20y,40.85
1990-02-05,full,39.6
1990-02-05,rolling20y,40.41
1990-02-06,full,39.97
1990-02-06,rolling20y,40.83
1990-02-07,full,39.16
1990-02-07,rolling20y,39.96
1990-02-08,full,39.67
1990-02-08,rolling20y,40.47
1990-02-09,full,39.49
1990-02-09,rolling20y,40.28
1990-02-12,full,40.21
1990-02-12,rolling20y,41.08
1990-02-13,full,40.11
1990-02-13,rolling20y,40.94
1990-02-14,full,39.91
1990-02-14,rolling20y,40.77
1990-02-15,full,39.36
1990-02-15,rolling20y,40.13
1990-02-16,full,39.75
1990-02-16,rolling20y,40.6
1990-02-19,full,39.75
1990-02-19,rolling20y,40.6
1990-02-20,full,41.02
1990-02-20,rolling20y,41.95
1990-02-21,full,40.88
1990-02-21,rolling20y,41.82
1990-02-22,full,41.39
1990-02-22,rolling20y,42.3
1990-02-23,full,42.05
1990-02-23,rolling20y,42.99
1990-02-26,full,41.63
1990-02-26,rolling20y,42.53
1990-02-27,full,41.13
1990-02-27,rolling20y,42.06
1990-02-28,full,40.94
1990-02-28,rolling20y,41.81
1990-03-01,full,45.98
1990-03-01,rolling20y,46.74
1990-03-02,full,45.69
1990-03-02,rolling20y,46.4
1990-03-05,full,45.78
1990-03-05,rolling20y,46.51
1990-03-06,full,44.64
1990-03-06,rolling20y,45.29
1990-03-07,full,45.28
1990-03-07,rolling20y,45.93
1990-03-08,full,44.18
1990-03-08,rolling20y,44.74
1990-03-09,full,45.11
1990-03-09,rolling20y,45.79
1990-03-12,full,45.36
1990-03-12,rolling20y,45.97
1990-03-13,full,46.27
1990-03-13,rolling20y,47.0
1990-03-14,full,45.78
1990-03-14,rolling20y,46.45
1990-03-15,full,45.37
1990-03-15,rolling20y,46.05
1990-03-16,full,44.21
1990-03-16,rolling20y,44.76
1990-03-19,full,43.96
1990-03-19,rolling20y,44.48
1990-03-20,full,44.78
1990-03-20,rolling20y,45.37
1990-03-21,full,45.66
1990-03-21,rolling20y,46.27
1990-03-22,full,46.78
1990-03-22,rolling20y,47.55
1990-03-23,full,46.17
1990-03-23,rolling20y,46.9
1990-03-26,full,46.74
1990-03-26,rolling20y,47.43
1990-03-27,full,45.89
1990-03-27,rolling20y,46.46
1990-03-28,full,46.05
1990-03-28,rolling20y,46.65
1990-03-29,full,45.4
1990-03-29,rolling20y,46.03
1990-03-30,full,45.4
1990-03-30,rolling20y,46.03
1990-04-02,full,57.18
1990-04-02,rolling20y,57.48
1990-04-03,full,55.62
1990-04-03,rolling20y,55.78
1990-04-04,full,56.17
1990-04-04,rolling20y,56.43
1990-04-05,full,56.12
1990-04-05,rolling20y,56.37
1990-04-06,full,56.13
1990-04-06,rolling20y,56.44
1990-04-09,full,55.58
1990-04-09,rolling20y,55.84
1990-04-10,full,55.65
1990-04-10,rolling20y,55.87
1990-04-11,full,55.3
1990-04-11,rolling20y,55.54
1990-04-12,full,54.57
1990-04-12,rolling20y,54.73
1990-04-13,full,54.74
1990-04-13,rolling20y,54.9
1990-04-16,full,55.05
1990-04-16,rolling20y,55.2
1990-04-17,full,55.27
1990-04-17,rolling20y,55.45
1990-04-18,full,55.76
1990-04-18,rolling20y,56.11
1990-04-19,full,55.99
1990-04-19,rolling20y,56.43
1990-04-20,full,57.35
1990-04-20,rolling20y,57.86
1990-04-23,full,58.4
1990-04-23,rolling20y,59.0
1990-04-24,full,58.66
1990-04-24,rolling20y,59.22
1990-04-25,full,57.97
1990-04-25,rolling20y,58.54
1990-04-26,full,57.78
1990-04-26,rolling20y,58.34
1990-04-27,full,58.7
1990-04-27,rolling20y,59.27
1990-04-30,full,58.33
1990-04-30,rolling20y,58.94
1990-05-01,full,50.63
1990-05-01,rolling20y,51.56
1990-05-02,full,50.0
1990-05-02,rolling20y,50.91
1990-05-03,full,49.63
1990-05-03,rolling20y,50.51
1990-05-04,full,48.59
1990-05-04,rolling20y,49.4
1990-05-07,full,47.72
1990-05-07,rolling20y,48.48
1990-05-08,full,47.42
1990-05-08,rolling20y,48.06
1990-05-09,full,46.51
1990-05-09,rolling20y,47.13
1990-05-10,full,46.42
1990-05-10,rolling20y,47.02
1990-05-11,full,43.37
1990-05-11,rolling20y,43.65
1990-05-14,full,42.54
1990-05-14,rolling20y,42.83
1990-05-15,full,42.63
1990-05-15,rolling20y,42.95
1990-05-16,full,42.64
1990-05-16,rolling20y,42.94
1990-05-17,full,42.58
1990-05-17,rolling20y,42.9
1990-05-18,full,42.72
1990-05-18,rolling20y,43.03
1990-05-21,full,42.03
1990-05-21,rolling20y,42.19
1990-05-22,full,41.88
1990-05-22,rolling20y,42.02
1990-05-23,full,41.31
1990-05-23,rolling20y,41.46
1990-05-24,full,41.96
1990-05-24,rolling20y,42.11
1990-05-25,full,42.95
1990-05-25,rolling20y,43.31
1990-05-28,full,42.95
1990-05-28,rolling20y,43.31
1990-05-29,full,40.79
1990-05-29,rolling20y,40.93
1990-05-30,full,40.88
1990-05-30,rolling20y,41.03
1990-05-31,full,41.45
1990-05-31,rolling20y,41.58
1990-06-01,full,37.83
1990-06-01,rolling20y,38.27
1990-06-04,full,36.65
1990-06-04,rolling20y,37.08
1990-06-05,full,37.0
1990-06-05,rolling20y,37.42
1990-06-06,full,37.42
1990-06-06,rolling20y,37.83
1990-06-07,full,37.99
1990-06-07,rolling20y,38.48
1990-06-08,full,40.05
1990-06-08,rolling20y,40.55
1990-06-11,full,38.98
1990-06-11,rolling20y,39.42
1990-06-12,full,37.36
1990-06-12,rolling20y,37.77
1990-06-13,full,37.85
1990-06-13,rolling20y,38.29
1990-06-14,full,38.43
1990-06-14,rolling20y,38.92
1990-06-15,full,38.49
1990-06-15,rolling20y,38.98
1990-06-18,full,40.1
1990-06-18,rolling20y,40.76
1990-06-19,full,39.37
1990-06-19,rolling20y,39.91
1990-06-20,full,39.34
1990-06-20,rolling20y,39.86
1990-06-21,full,39.15
1990-06-21,rolling20y,39.63
1990-06-22,full,40.94
1990-06-22,rolling20y,41.64
1990-06-25,full,42.12
1990-06-25,rolling20y,42.88
1990-06-26,full,41.78
1990-06-26,rolling20y,42.57
1990-06-27,full,40.51
1990-06-27,rolling20y,41.23
1990-06-28,full,39.49
1990-06-28,rolling20y,40.11
1990-06-29,full,39.22
1990-06-29,rolling20y,39.83
1990-07-02,full,45.4
1990-07-02,rolling20y,45.52
1990-07-03,full,45.13
1990-07-03,rolling20y,45.22
1990-07-04,full,45.13
1990-07-04,rolling20y,45.22
1990-07-05,full,46.74
1990-07-05,rolling20y,47.04
1990-07-06,full,45.8
1990-07-06,rolling20y,46.01
1990-07-09,full,45.34
1990-07-09,rolling20y,45.49
1990-07-10,full,46.29
1990-07-10,rolling20y,46.6
1990-07-11,full,44.74
1990-07-11,rolling20y,44.8
1990-07-12,full,43.36
1990-07-12,rolling20y,43.42
1990-07-13,full,42.59
1990-07-13,rolling20y,42.6
1990-07-16,full,42.25
1990-07-16,rolling20y,42.32
1990-07-17,full,42.67
1990-07-17,rolling20y,42.69
1990-07-18,full,43.58
1990-07-18,rolling20y,43.7
1990-07-19,full,43.33
1990-07-19,rolling20y,43.4
1990-07-20,full,44.78
1990-07-20,rolling20y,44.87
1990-07-23,full,46.76
1990-07-23,rolling20y,47.13
1990-07-24,full,46.54
1990-07-24,rolling20y,46.91
1990-07-25,full,46.07
1990-07-25,rolling20y,46.41
1990-07-26,full,46.64
1990-07-26,rolling20y,47.01
1990-07-27,full,47.29
1990-07-27,rolling20y,47.74
1990-07-30,full,46.47
1990-07-30,rolling20y,46.87
1990-07-31,full,45.97
1990-07-31,rolling20y,46.35
1990-08-01,full,46.36
1990-08-01,rolling20y,46.94
1990-08-02,full,48.01
1990-08-02,rolling20y,48.75
1990-08-03,full,49.74
1990-08-03,rolling20y,50.7
1990-08-06,full,52.0
1990-08-06,rolling20y,53.3
1990-08-07,full,51.93
1990-08-07,rolling20y,53.22
1990-08-08,full,51.28
1990-08-08,rolling20y,52.49
1990-08-09,full,50.86
1990-08-09,rolling20y,52.04
1990-08-10,full,51.87
1990-08-10,rolling20y,53.12
1990-08-13,full,50.93
1990-08-13,rolling20y,52.15
1990-08-14,full,50.7
1990-08-14,rolling20y,51.91
1990-08-15,full,50.42
1990-08-15,rolling20y,51.57
1990-08-16,full,52.29
1990-08-16,rolling20y,53.54
1990-08-17,full,53.15
1990-08-17,rolling20y,54.42
1990-08-20,full,52.99
1990-08-20,rolling20y,54.27
1990-08-21,full,54.22
1990-08-21,rolling20y,55.59
1990-08-22,full,54.99
1990-08-22,rolling20y,56.49
1990-08-23,full,55.89
1990-08-23,rolling20y,57.21
1990-08-24,full,55.5
1990-08-24,rolling20y,56.93
1990-08-27,full,54.13
1990-08-27,rolling20y,55.49
1990-08-28,full,54.14
1990-08-28,rolling20y,55.49
1990-08-29,full,53.64
1990-08-29,rolling20y,54.93
1990-08-30,full,54.66
1990-08-30,rolling20y,56.07
1990-08-31,full,54.13
1990-08-31,rolling20y,55.47
1990-09-03,full,60.86
1990-09-03,rolling20y,60.99
1990-09-04,full,60.85
1990-09-04,rolling20y,60.95
1990-09-05,full,60.3
1990-09-05,rolling20y,60.36
1990-09-06,full,60.96
1990-09-06,rolling20y,61.1
1990-09-07,full,60.47
1990-09-07,rolling20y,60.56
1990-09-10,full,60.91
1990-09-10,rolling20y,61.03
