date,window,pillar,score
1990-06-18,full,liquidity,38.75
1990-06-18,full,valuation,63.61
1990-06-18,rolling20y,leverage,98.75
1990-06-18,rolling20y,liquidity,43.46
1990-06-18,rolling20y,valuation,86.46
1990-06-19,full,leverage,99.37
1990-06-19,full,liquidity,38.89
1990-06-19,full,valuation,63.61
1990-06-19,rolling20y,leverage,98.75
1990-06-19,rolling20y,liquidity,43.61
1990-06-19,rolling20y,valuation,86.46
1990-06-20,full,leverage,99.37
1990-06-20,full,liquidity,38.6
1990-06-20,full,valuation,63.61
1990-06-20,rolling20y,leverage,98.75
1990-06-20,rolling20y,liquidity,43.32
1990-06-20,rolling20y,valuation,86.46
1990-06-21,full,leverage,99.37
1990-06-21,full,liquidity,38.74
1990-06-21,full,valuation,63.61
1990-06-21,rolling20y,leverage,98.75
1990-06-21,rolling20y,liquidity,43.46
1990-06-21,rolling20y,valuation,86.46
1990-06-22,full,leverage,99.37
1990-06-22,full,liquidity,38.74
1990-06-22,full,valuation,63.61
1990-06-22,rolling20y,leverage,98.75
1990-06-22,rolling20y,liquidity,43.46
1990-06-22,rolling20y,valuation,86.46
1990-06-25,full,leverage,99.37
1990-06-25,full,liquidity,38.41
1990-06-25,full,valuation,63.61
1990-06-25,rolling20y,leverage,98.75
1990-06-25,rolling20y,liquidity,43.13
1990-06-25,rolling20y,valuation,86.46
1990-06-26,full,leverage,99.37
1990-06-26,full,liquidity,38.16
1990-06-26,full,valuation,63.61
1990-06-26,rolling20y,leverage,98.75
1990-06-26,rolling20y,liquidity,42.88
1990-06-26,rolling20y,valuation,86.46
1990-06-27,full,leverage,99.37
1990-06-27,full,liquidity,38.16
1990-06-27,full,valuation,63.61
1990-06-27,rolling20y,leverage,98.75
1990-06-27,rolling20y,liquidity,42.87
1990-06-27,rolling20y,valuation,86.46
1990-06-28,full,leverage,99.37
1990-06-28,full,liquidity,38.06
1990-06-28,full,valuation,63.61
1990-06-28,rolling20y,leverage,98.75
1990-06-28,rolling20y,liquidity,42.78
1990-06-28,rolling20y,valuation,86.46
1990-06-29,full,leverage,99.37
1990-06-29,full,liquidity,37.75
1990-06-29,full,valuation,63.61
1990-06-29,rolling20y,leverage,98.75
1990-06-29,rolling20y,liquidity,42.47
1990-06-29,rolling20y,valuation,86.46
1990-07-02,full,leverage,99.69
1990-07-02,full,liquidity,37.53
1990-07-02,full,valuation,54.13
1990-07-02,rolling20y,leverage,99.38
1990-07-02,rolling20y,liquidity,41.46
1990-07-02,rolling20y,valuation,72.29
1990-07-03,full,leverage,99.69
1990-07-03,full,liquidity,37.34
1990-07-03,full,valuation,54.13
1990-07-03,rolling20y,leverage,99.38
1990-07-03,rolling20y,liquidity,41.27
1990-07-03,rolling20y,valuation,72.29
1990-07-04,full,leverage,99.69
1990-07-04,full,liquidity,37.34
1990-07-04,full,valuation,54.13
1990-07-04,rolling20y,leverage,99.38
1990-07-04,rolling20y,liquidity,41.27
1990-07-04,rolling20y,valuation,72.29
1990-07-05,full,leverage,99.69
1990-07-05,full,liquidity,37.34
1990-07-05,full,valuation,54.13
1990-07-05,rolling20y,leverage,99.38
1990-07-05,rolling20y,liquidity,41.27
1990-07-05,rolling20y,valuation,72.29
1990-07-06,full,leverage,99.69
1990-07-06,full,liquidity,37.43
1990-07-06,full,valuation,54.13
1990-07-06,rolling20y,leverage,99.38
1990-07-06,rolling20y,liquidity,41.36
1990-07-06,rolling20y,valuation,72.29
1990-07-09,full,leverage,99.69
1990-07-09,full,liquidity,37.54
1990-07-09,full,valuation,54.13
1990-07-09,rolling20y,leverage,99.38
1990-07-09,rolling20y,liquidity,41.47
1990-07-09,rolling20y,valuation,72.29
1990-07-10,full,leverage,99.69
1990-07-10,full,liquidity,37.66
1990-07-10,full,valuation,54.13
1990-07-10,rolling20y,leverage,99.38
1990-07-10,rolling20y,liquidity,41.59
1990-07-10,rolling20y,valuation,72.29
1990-07-11,full,leverage,99.69
1990-07-11,full,liquidity,37.66
1990-07-11,full,valuation,54.13
1990-07-11,rolling20y,leverage,99.38
1990-07-11,rolling20y,liquidity,41.58
1990-07-11,rolling20y,valuation,72.29
1990-07-12,full,leverage,99.69
1990-07-12,full,liquidity,36.63
1990-07-12,full,valuation,54.13
1990-07-12,rolling20y,leverage,99.38
1990-07-12,rolling20y,liquidity,40.56
1990-07-12,rolling20y,valuation,72.29
1990-07-13,full,leverage,99.69
1990-07-13,full,liquidity,36.45
1990-07-13,full,valuation,54.13
1990-07-13,rolling20y,leverage,99.38
1990-07-13,rolling20y,liquidity,40.37
1990-07-13,rolling20y,valuation,72.29
1990-07-16,full,leverage,99.69
1990-07-16,full,liquidity,36.75
1990-07-16,full,valuation,54.13
1990-07-16,rolling20y,leverage,99.38
1990-07-16,rolling20y,liquidity,40.68
1990-07-16,rolling20y,valuation,72.29
1990-07-17,full,leverage,99.69
1990-07-17,full,liquidity,36.52
1990-07-17,full,valuation,54.13
1990-07-17,rolling20y,leverage,99.38
1990-07-17,rolling20y,liquidity,40.45
1990-07-17,rolling20y,valuation,72.29
1990-07-18,full,leverage,99.69
1990-07-18,full,liquidity,36.01
1990-07-18,full,valuation,54.13
1990-07-18,rolling20y,leverage,99.38
1990-07-18,rolling20y,liquidity,39.94
1990-07-18,rolling20y,valuation,72.29
1990-07-19,full,leverage,99.69
1990-07-19,full,liquidity,35.94
1990-07-19,full,valuation,54.13
1990-07-19,rolling20y,leverage,99.38
1990-07-19,rolling20y,liquidity,39.86
1990-07-19,rolling20y,valuation,72.29
1990-07-20,full,leverage,99.69
1990-07-20,full,liquidity,35.83
1990-07-20,full,valuation,54.13
1990-07-20,rolling20y,leverage,99.38
1990-07-20,rolling20y,liquidity,39.76
1990-07-20,rolling20y,valuation,72.29
1990-07-23,full,leverage,99.69
1990-07-23,full,liquidity,35.46
1990-07-23,full,valuation,54.13
1990-07-23,rolling20y,leverage,99.38
1990-07-23,rolling20y,liquidity,39.39
1990-07-23,rolling20y,valuation,72.29
1990-07-24,full,leverage,99.69
1990-07-24,full,liquidity,35.75
1990-07-24,full,valuation,54.13
1990-07-24,rolling20y,leverage,99.38
1990-07-24,rolling20y,liquidity,39.68
1990-07-24,rolling20y,valuation,72.29
1990-07-25,full,leverage,99.69
1990-07-25,full,liquidity,35.75
1990-07-25,full,valuation,54.13
1990-07-25,rolling20y,leverage,99.38
1990-07-25,rolling20y,liquidity,39.68
1990-07-25,rolling20y,valuation,72.29
1990-07-26,full,leverage,99.69
1990-07-26,full,liquidity,35.75
1990-07-26,full,valuation,54.13
1990-07-26,rolling20y,leverage,99.38
1990-07-26,rolling20y,liquidity,39.68
1990-07-26,rolling20y,valuation,72.29
1990-07-27,full,leverage,99.69
1990-07-27,full,liquidity,35.62
1990-07-27,full,valuation,54.13
1990-07-27,rolling20y,leverage,99.38
1990-07-27,rolling20y,liquidity,39.55
1990-07-27,rolling20y,valuation,72.29
1990-07-30,full,leverage,99.69
1990-07-30,full,liquidity,35.75
1990-07-30,full,valuation,54.13
1990-07-30,rolling20y,leverage,99.38
1990-07-30,rolling20y,liquidity,39.68
1990-07-30,rolling20y,valuation,72.29
1990-07-31,full,leverage,99.69
1990-07-31,full,liquidity,34.93
1990-07-31,full,valuation,54.13
1990-07-31,rolling20y,leverage,99.38
1990-07-31,rolling20y,liquidity,38.86
1990-07-31,rolling20y,valuation,72.29
1990-08-01,full,leverage,99.69
1990-08-01,full,liquidity,37.09
1990-08-01,full,valuation,47.41
1990-08-01,rolling20y,leverage,99.38
1990-08-01,rolling20y,liquidity,40.09
1990-08-01,rolling20y,valuation,64.17
1990-08-02,full,leverage,99.69
1990-08-02,full,liquidity,35.89
1990-08-02,full,valuation,47.41
1990-08-02,rolling20y,leverage,99.38
1990-08-02,rolling20y,liquidity,38.9
1990-08-02,rolling20y,valuation,64.17
1990-08-03,full,leverage,99.69
1990-08-03,full,liquidity,34.22
1990-08-03,full,valuation,47.41
1990-08-03,rolling20y,leverage,99.38
1990-08-03,rolling20y,liquidity,37.23
1990-08-03,rolling20y,valuation,64.17
1990-08-06,full,leverage,99.69
1990-08-06,full,liquidity,31.54
1990-08-06,full,valuation,47.41
1990-08-06,rolling20y,leverage,99.38
1990-08-06,rolling20y,liquidity,34.55
1990-08-06,rolling20y,valuation,64.17
1990-08-07,full,leverage,99.69
1990-08-07,full,liquidity,32.85
1990-08-07,full,valuation,47.41
1990-08-07,rolling20y,leverage,99.38
1990-08-07,rolling20y,liquidity,35.86
1990-08-07,rolling20y,valuation,64.17
1990-08-08,full,leverage,99.69
1990-08-08,full,liquidity,32.73
1990-08-08,full,valuation,47.41
1990-08-08,rolling20y,leverage,99.38
1990-08-08,rolling20y,liquidity,35.74
1990-08-08,rolling20y,valuation,64.17
1990-08-09,full,leverage,99.69
1990-08-09,full,liquidity,33.83
1990-08-09,full,valuation,47.41
1990-08-09,rolling20y,leverage,99.38
1990-08-09,rolling20y,liquidity,36.84
1990-08-09,rolling20y,valuation,64.17
1990-08-10,full,leverage,99.69
1990-08-10,full,liquidity,33.0
1990-08-10,full,valuation,47.41
1990-08-10,rolling20y,leverage,99.38
1990-08-10,rolling20y,liquidity,36.01
1990-08-10,rolling20y,valuation,64.17
1990-08-13,full,leverage,99.69
1990-08-13,full,liquidity,32.44
1990-08-13,full,valuation,47.41
1990-08-13,rolling20y,leverage,99.38
1990-08-13,rolling20y,liquidity,35.45
1990-08-13,rolling20y,valuation,64.17
1990-08-14,full,leverage,99.69
1990-08-14,full,liquidity,33.14
1990-08-14,full,valuation,47.41
1990-08-14,rolling20y,leverage,99.38
1990-08-14,rolling20y,liquidity,36.15
1990-08-14,rolling20y,valuation,64.17
1990-08-15,full,leverage,99.69
1990-08-15,full,liquidity,33.38
1990-08-15,full,valuation,47.41
1990-08-15,rolling20y,leverage,99.38
1990-08-15,rolling20y,liquidity,36.39
1990-08-15,rolling20y,valuation,64.17
1990-08-16,full,leverage,99.69
1990-08-16,full,liquidity,33.85
1990-08-16,full,valuation,47.41
1990-08-16,rolling20y,leverage,99.38
1990-08-16,rolling20y,liquidity,36.86
1990-08-16,rolling20y,valuation,64.17
1990-08-17,full,leverage,99.69
1990-08-17,full,liquidity,33.55
1990-08-17,full,valuation,47.41
1990-08-17,rolling20y,leverage,99.38
1990-08-17,rolling20y,liquidity,36.56
1990-08-17,rolling20y,valuation,64.17
1990-08-20,full,leverage,99.69
1990-08-20,full,liquidity,33.7
1990-08-20,full,valuation,47.41
1990-08-20,rolling20y,leverage,99.38
1990-08-20,rolling20y,liquidity,36.71
1990-08-20,rolling20y,valuation,64.17
1990-08-21,full,leverage,99.69
1990-08-21,full,liquidity,34.14
1990-08-21,full,valuation,47.41
1990-08-21,rolling20y,leverage,99.38
1990-08-21,rolling20y,liquidity,37.15
1990-08-21,rolling20y,valuation,64.17
1990-08-22,full,leverage,99.69
1990-08-22,full,liquidity,34.14
1990-08-22,full,valuation,47.41
1990-08-22,rolling20y,leverage,99.38
1990-08-22,rolling20y,liquidity,37.15
1990-08-22,rolling20y,valuation,64.17
1990-08-23,full,leverage,99.69
1990-08-23,full,liquidity,32.83
1990-08-23,full,valuation,47.41
1990-08-23,rolling20y,leverage,99.38
1990-08-23,rolling20y,liquidity,35.83
1990-08-23,rolling20y,valuation,64.17
1990-08-24,full,leverage,99.69
1990-08-24,full,liquidity,32.98
1990-08-24,full,valuation,47.41
1990-08-24,rolling20y,leverage,99.38
1990-08-24,rolling20y,liquidity,35.99
1990-08-24,rolling20y,valuation,64.17
1990-08-27,full,leverage,99.69
1990-08-27,full,liquidity,33.55
1990-08-27,full,valuation,47.41
1990-08-27,rolling20y,leverage,99.38
1990-08-27,rolling20y,liquidity,36.55
1990-08-27,rolling20y,valuation,64.17
1990-08-28,full,leverage,99.69
1990-08-28,full,liquidity,33.23
1990-08-28,full,valuation,47.41
1990-08-28,rolling20y,leverage,99.38
1990-08-28,rolling20y,liquidity,36.24
1990-08-28,rolling20y,valuation,64.17
1990-08-29,full,leverage,99.69
1990-08-29,full,liquidity,33.72
1990-08-29,full,valuation,47.41
1990-08-29,rolling20y,leverage,99.38
1990-08-29,rolling20y,liquidity,36.72
1990-08-29,rolling20y,valuation,64.17
1990-08-30,full,leverage,99.69
1990-08-30,full,liquidity,32.81
1990-08-30,full,valuation,47.41
1990-08-30,rolling20y,leverage,99.38
1990-08-30,rolling20y,liquidity,35.82
1990-08-30,rolling20y,valuation,64.17
1990-08-31,full,leverage,99.69
1990-08-31,full,liquidity,31.97
1990-08-31,full,valuation,47.41
1990-08-31,rolling20y,leverage,99.38
1990-08-31,rolling20y,liquidity,34.98
1990-08-31,rolling20y,valuation,64.17
1990-09-03,full,leverage,99.69
1990-09-03,full,liquidity,31.2
1990-09-03,full,valuation,44.13
1990-09-03,rolling20y,leverage,99.38
1990-09-03,rolling20y,liquidity,33.87
1990-09-03,rolling20y,valuation,61.67
1990-09-04,full,leverage,99.69
1990-09-04,full,liquidity,30.7
1990-09-04,full,valuation,44.13
1990-09-04,rolling20y,leverage,99.38
1990-09-04,rolling20y,liquidity,33.36
1990-09-04,rolling20y,valuation,61.67
1990-09-05,full,leverage,99.69
1990-09-05,full,liquidity,30.43
1990-09-05,full,valuation,44.13
1990-09-05,rolling20y,leverage,99.38
1990-09-05,rolling20y,liquidity,33.1
1990-09-05,rolling20y,valuation,61.67
1990-09-06,full,leverage,99.69
1990-09-06,full,liquidity,31.41
1990-09-06,full,valuation,44.13
1990-09-06,rolling20y,leverage,99.38
1990-09-06,rolling20y,liquidity,34.08
1990-09-06,rolling20y,valuation,61.67
1990-09-07,full,leverage,99.69
1990-09-07,full,liquidity,31.64
1990-09-07,full,valuation,44.13
1990-09-07,rolling20y,leverage,99.38
1990-09-07,rolling20y,liquidity,34.31
1990-09-07,rolling20y,valuation,61.67
1990-09-10,full,leverage,99.69
1990-09-10,full,liquidity,31.83
1990-09-10,full,valuation,44.13
1990-09-10,rolling20y,leverage,99.38
1990-09-10,rolling20y,liquidity,34.49
1990-09-10,rolling20y,valuation,61.67
1990-09-11,full,leverage,99.69
1990-09-11,full,liquidity,32.24
1990-09-11,full,valuation,44.13
1990-09-11,rolling20y,leverage,99.38
1990-09-11,rolling20y,liquidity,34.9
1990-09-11,rolling20y,valuation,61.67
1990-09-12,full,leverage,99.69
1990-09-12,full,liquidity,31.63
1990-09-12,full,valuation,44.13
1990-09-12,rolling20y,leverage,99.38
1990-09-12,rolling20y,liquidity,34.3
1990-09-12,rolling20y,valuation,61.67
1990-09-13,full,leverage,99.69
1990-09-13,full,liquidity,30.69
1990-09-13,full,valuation,44.13
1990-09-13,rolling20y,leverage,99.38
1990-09-13,rolling20y,liquidity,33.35
1990-09-13,rolling20y,valuation,61.67
1990-09-14,full,leverage,99.69
1990-09-14,full,liquidity,29.96
1990-09-14,full,valuation,44.13
1990-09-14,rolling20y,leverage,99.38
1990-09-14,rolling20y,liquidity,32.62
1990-09-14,rolling20y,valuation,61.67
1990-09-17,full,leverage,99.69
1990-09-17,full,liquidity,29.73
1990-09-17,full,valuation,44.13
1990-09-17,rolling20y,leverage,99.38
1990-09-17,rolling20y,liquidity,32.39
1990-09-17,rolling20y,valuation,61.67
1990-09-18,full,leverage,99.69
1990-09-18,full,liquidity,29.26
1990-09-18,full,valuation,44.13
1990-09-18,rolling20y,leverage,99.38
1990-09-18,rolling20y,liquidity,31.92
1990-09-18,rolling20y,valuation,61.67
1990-09-19,full,leverage,99.69
1990-09-19,full,liquidity,30.99
1990-09-19,full,valuation,44.13
1990-09-19,rolling20y,leverage,99.38
1990-09-19,rolling20y,liquidity,33.65
1990-09-19,rolling20y,valuation,61.67
1990-09-20,full,leverage,99.69
1990-09-20,full,liquidity,30.7
1990-09-20,full,valuation,44.13
1990-09-20,rolling20y,leverage,99.38
1990-09-20,rolling20y,liquidity,33.37
1990-09-20,rolling20y,valuation,61.67
1990-09-21,full,leverage,99.69
1990-09-21,full,liquidity,29.25
1990-09-21,full,valuation,44.13
1990-09-21,rolling20y,leverage,99.38
1990-09-21,rolling20y,liquidity,31.92
1990-09-21,rolling20y,valuation,61.67
1990-09-24,full,leverage,99.69
1990-09-24,full,liquidity,30.2
1990-09-24,full,valuation,44.13
1990-09-24,rolling20y,leverage,99.38
1990-09-24,rolling20y,liquidity,32.86
1990-09-24,rolling20y,valuation,61.67
1990-09-25,full,leverage,99.69
1990-09-25,full,liquidity,29.97
1990-09-25,full,valuation,44.13
1990-09-25,rolling20y,leverage,99.38
1990-09-25,rolling20y,liquidity,32.63
1990-09-25,rolling20y,valuation,61.67
1990-09-26,full,leverage,99.69
1990-09-26,full,liquidity,29.97
1990-09-26,full,valuation,44.13
1990-09-26,rolling20y,leverage,99.38
1990-09-26,rolling20y,liquidity,32.63
1990-09-26,rolling20y,valuation,61.67
1990-09-27,full,leverage,99.69
1990-09-27,full,liquidity,29.47
1990-09-27,full,valuation,44.13
1990-09-27,rolling20y,leverage,99.38
1990-09-27,rolling20y,liquidity,32.14
1990-09-27,rolling20y,valuation,61.67
1990-09-28,full,leverage,99.69
1990-09-28,full,liquidity,31.02
1990-09-28,full,valuation,44.13
1990-09-28,rolling20y,leverage,99.38
1990-09-28,rolling20y,liquidity,33.69
1990-09-28,rolling20y,valuation,61.67
1990-10-01,full,leverage,100.0
1990-10-01,full,liquidity,30.14
1990-10-01,full,valuation,49.17
1990-10-01,rolling20y,leverage,100.0
1990-10-01,rolling20y,liquidity,33.39
1990-10-01,rolling20y,valuation,72.29
1990-10-02,full,leverage,100.0
1990-10-02,full,liquidity,30.14
1990-10-02,full,valuation,49.17
1990-10-02,rolling20y,leverage,100.0
1990-10-02,rolling20y,liquidity,33.39
1990-10-02,rolling20y,valuation,72.29
1990-10-03,full,leverage,100.0
1990-10-03,full,liquidity,28.65
1990-10-03,full,valuation,49.17
1990-10-03,rolling20y,leverage,100.0
1990-10-03,rolling20y,liquidity,31.9
1990-10-03,rolling20y,valuation,72.29
1990-10-04,full,leverage,100.0
1990-10-04,full,liquidity,29.46
1990-10-04,full,valuation,49.17
1990-10-04,rolling20y,leverage,100.0
1990-10-04,rolling20y,liquidity,32.71
1990-10-04,rolling20y,valuation,72.29
1990-10-05,full,leverage,100.0
1990-10-05,full,liquidity,28.4
1990-10-05,full,valuation,49.17
1990-10-05,rolling20y,leverage,100.0
1990-10-05,rolling20y,liquidity,31.65
1990-10-05,rolling20y,valuation,72.29
1990-10-08,full,leverage,100.0
1990-10-08,full,liquidity,28.4
1990-10-08,full,valuation,49.17
1990-10-08,rolling20y,leverage,100.0
1990-10-08,rolling20y,liquidity,31.65
1990-10-08,rolling20y,valuation,72.29
1990-10-09,full,leverage,100.0
1990-10-09,full,liquidity,27.24
1990-10-09,full,valuation,49.17
1990-10-09,rolling20y,leverage,100.0
1990-10-09,rolling20y,liquidity,30.49
1990-10-09,rolling20y,valuation,72.29
1990-10-10,full,leverage,100.0
1990-10-10,full,liquidity,27.04
1990-10-10,full,valuation,49.17
1990-10-10,rolling20y,leverage,100.0
1990-10-10,rolling20y,liquidity,30.29
1990-10-10,rolling20y,valuation,72.29
1990-10-11,full,leverage,100.0
1990-10-11,full,liquidity,26.36
1990-10-11,full,valuation,49.17
1990-10-11,rolling20y,leverage,100.0
1990-10-11,rolling20y,liquidity,29.61
1990-10-11,rolling20y,valuation,72.29
1990-10-12,full,leverage,100.0
1990-10-12,full,liquidity,27.05
1990-10-12,full,valuation,49.17
1990-10-12,rolling20y,leverage,100.0
1990-10-12,rolling20y,liquidity,30.3
1990-10-12,rolling20y,valuation,72.29
1990-10-15,full,leverage,100.0
1990-10-15,full,liquidity,27.47
1990-10-15,full,valuation,49.17
1990-10-15,rolling20y,leverage,100.0
1990-10-15,rolling20y,liquidity,30.72
1990-10-15,rolling20y,valuation,72.29
1990-10-16,full,leverage,100.0
1990-10-16,full,liquidity,27.69
1990-10-16,full,valuation,49.17
1990-10-16,rolling20y,leverage,100.0
1990-10-16,rolling20y,liquidity,30.94
1990-10-16,rolling20y,valuation,72.29
1990-10-17,full,leverage,100.0
1990-10-17,full,liquidity,28.43
1990-10-17,full,valuation,49.17
1990-10-17,rolling20y,leverage,100.0
1990-10-17,rolling20y,liquidity,31.68
1990-10-17,rolling20y,valuation,72.29
1990-10-18,full,leverage,100.0
1990-10-18,full,liquidity,29.51
1990-10-18,full,valuation,49.17
1990-10-18,rolling20y,leverage,100.0
1990-10-18,rolling20y,liquidity,32.76
1990-10-18,rolling20y,valuation,72.29
1990-10-19,full,leverage,100.0
1990-10-19,full,liquidity,30.2
1990-10-19,full,valuation,49.17
1990-10-19,rolling20y,leverage,100.0
1990-10-19,rolling20y,liquidity,33.45
1990-10-19,rolling20y,valuation,72.29
1990-10-22,full,leverage,100.0
1990-10-22,full,liquidity,29.95
1990-10-22,full,valuation,49.17
1990-10-22,rolling20y,leverage,100.0
1990-10-22,rolling20y,liquidity,33.2
1990-10-22,rolling20y,valuation,72.29
1990-10-23,full,leverage,100.0
1990-10-23,full,liquidity,29.19
1990-10-23,full,valuation,49.17
1990-10-23,rolling20y,leverage,100.0
1990-10-23,rolling20y,liquidity,32.45
1990-10-23,rolling20y,valuation,72.29
1990-10-24,full,leverage,100.0
1990-10-24,full,liquidity,28.91
1990-10-24,full,valuation,49.17
1990-10-24,rolling20y,leverage,100.0
1990-10-24,rolling20y,liquidity,32.16
1990-10-24,rolling20y,valuation,72.29
1990-10-25,full,leverage,100.0
1990-10-25,full,liquidity,28.91
1990-10-25,full,valuation,49.17
1990-10-25,rolling20y,leverage,100.0
1990-10-25,rolling20y,liquidity,32.16
1990-10-25,rolling20y,valuation,72.29
1990-10-26,full,leverage,100.0
1990-10-26,full,liquidity,28.67
1990-10-26,full,valuation,49.17
1990-10-26,rolling20y,leverage,100.0
1990-10-26,rolling20y,liquidity,31.92
1990-10-26,rolling20y,valuation,72.29
1990-10-29,full,leverage,100.0
1990-10-29,full,liquidity,27.44
1990-10-29,full,valuation,49.17
1990-10-29,rolling20y,leverage,100.0
1990-10-29,rolling20y,liquidity,30.69
1990-10-29,rolling20y,valuation,72.29
1990-10-30,full,leverage,100.0
1990-10-30,full,liquidity,26.8
1990-10-30,full,valuation,49.17
